x,y,z,vx,vy,vz
2.546807815840158E-03,2.726367101465766E-01,1.448410365209336E-01,-3.334221821111666E-02,2.920157504512210E-04,3.380373296536149E-03
2.523653379094743E-03,2.726369117886972E-01,1.448433849512858E-01,-3.334256071928426E-02,2.887200703812443E-04,3.383098833902883E-03
2.500498700743562E-03,2.726371111442741E-01,1.448457352687042E-01,-3.334291399553710E-02,2.854304801929883E-04,3.385808111892017E-03
2.477343773354791E-03,2.726373082175071E-01,1.448480874619755E-01,-3.334327790815077E-02,2.821468965669733E-04,3.388501353543939E-03
2.454188589586892E-03,2.726375030125390E-01,1.448504415200398E-01,-3.334365232880978E-02,2.788692374795572E-04,3.391178778442151E-03
2.431033142186273E-03,2.726376955334559E-01,1.448527974319886E-01,-3.334403713252137E-02,2.755974221748103E-04,3.393840602788221E-03
2.407877423985013E-03,2.726378857842882E-01,1.448551551870625E-01,-3.334443219752953E-02,2.723313711359210E-04,3.396487039474668E-03
2.384721427898639E-03,2.726380737690116E-01,1.448575147746487E-01,-3.334483740523929E-02,2.690710060608096E-04,3.399118298156587E-03
2.361565146923963E-03,2.726382594915477E-01,1.448598761842789E-01,-3.334525264013182E-02,2.658162498328878E-04,3.401734585320529E-03
2.338408574136965E-03,2.726384429557652E-01,1.448622394056272E-01,-3.334567778969611E-02,2.625670264990856E-04,3.404336104352923E-03
2.315251702690739E-03,2.726386241654802E-01,1.448646044285077E-01,-3.334611274434864E-02,2.593232612416741E-04,3.406923055605407E-03
2.292094525813475E-03,2.726388031244574E-01,1.448669712428727E-01,-3.334655739736897E-02,2.560848803571741E-04,3.409495636459996E-03
2.268937036806503E-03,2.726389798364105E-01,1.448693398388107E-01,-3.334701164482655E-02,2.528518112305595E-04,3.412054041391395E-03
2.245779228936856E-03,2.726391543043813E-01,1.448717102070350E-01,-3.334747538812660E-02,2.496239837473699E-04,3.414598458197911E-03
2.222621095855670E-03,2.726393265332294E-01,1.448740823369156E-01,-3.334794852347890E-02,2.464013245158801E-04,3.417129083435909E-03
2.199462630968677E-03,2.726394965258976E-01,1.448764562194307E-01,-3.334843095757489E-02,2.431837655066927E-04,3.419646099337798E-03
2.176303827851050E-03,2.726396642859037E-01,1.448788318451935E-01,-3.334892259700785E-02,2.399712382378837E-04,3.422149689348866E-03
2.153144680141959E-03,2.726398298167186E-01,1.448812092049434E-01,-3.334942335084932E-02,2.367636752064435E-04,3.424640034299286E-03
2.129985181542875E-03,2.726399931217664E-01,1.448835882895447E-01,-3.334993313059649E-02,2.335610098699504E-04,3.427117312459232E-03
2.106825325815901E-03,2.726401542044254E-01,1.448859690899844E-01,-3.335045185011194E-02,2.303631766239076E-04,3.429581699590798E-03
2.083665106782149E-03,2.726403130680287E-01,1.448883515973709E-01,-3.335097942557629E-02,2.271701107853320E-04,3.432033369001046E-03
2.060504518320151E-03,2.726404697158647E-01,1.448907358029319E-01,-3.335151577543103E-02,2.239817485708272E-04,3.434472491591280E-03
2.037343554364303E-03,2.726406241511780E-01,1.448931216980133E-01,-3.335206082033375E-02,2.207980270807655E-04,3.436899235907669E-03
2.014182208903342E-03,2.726407763771696E-01,1.448955092740768E-01,-3.335261448310612E-02,2.176188842792606E-04,3.439313768188581E-03
1.991020475978865E-03,2.726409263969979E-01,1.448978985226991E-01,-3.335317668868883E-02,2.144442589774666E-04,3.441716252412185E-03
1.967858349683867E-03,2.726410742137789E-01,1.449002894355699E-01,-3.335374736409617E-02,2.112740908163159E-04,3.444106850342504E-03
1.944695824161321E-03,2.726412198305871E-01,1.449026820044904E-01,-3.335432643837029E-02,2.081083202487270E-04,3.446485721573904E-03
